age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
37,4,373895,15,10,5,6,1,2,1,0,0,35,39,0
53,4,58985,15,10,2,10,5,4,0,0,0,24,39,0
50,4,104501,11,9,4,1,1,4,1,0,1980,40,39,0
35,4,81232,9,13,2,12,0,4,1,15024,0,50,39,1
41,6,344329,11,9,2,8,0,4,1,0,0,10,39,0
38,4,101192,15,10,4,8,1,4,1,0,0,40,39,0
84,0,127184,4,3,2,0,0,4,1,0,0,20,39,0
39,4,238415,9,13,2,4,0,4,1,0,0,50,39,1
23,4,229826,11,9,4,7,3,4,1,0,0,40,39,0
25,4,141706,15,10,4,1,1,4,0,0,0,40,39,0
27,4,279960,11,9,2,12,0,4,1,0,0,40,39,0
30,4,348592,11,9,2,7,0,4,1,0,0,44,39,0
27,4,167336,15,10,4,1,1,4,0,0,0,39,39,0
42,2,227890,9,13,2,4,0,4,1,0,1485,40,39,0
45,4,194698,15,10,2,3,0,4,1,0,0,40,39,1
36,4,178487,11,9,0,14,3,4,1,0,0,60,39,0
27,4,255476,4,3,4,8,2,4,1,0,0,40,26,0
44,4,207578,9,13,2,10,0,4,1,0,0,35,39,1
39,2,187127,15,10,2,4,0,4,1,0,0,40,39,0
18,4,115443,1,7,2,3,0,4,1,0,0,40,39,0
22,4,362309,15,10,4,8,3,4,1,0,0,35,39,0
22,4,239954,15,10,4,1,2,4,1,0,0,40,39,0
56,4,117148,5,4,0,7,1,4,0,0,0,40,39,0
43,4,184105,11,9,2,6,0,4,1,0,0,50,39,0
39,4,245361,9,13,0,4,1,4,0,0,0,25,39,0
59,2,147707,11,9,6,5,4,4,1,0,2339,40,39,0
35,4,491000,8,11,0,10,3,2,1,0,0,40,39,0
42,4,445940,6,5,2,3,0,4,1,0,0,40,26,0
35,5,189404,15,10,2,12,0,4,1,0,1740,40,39,0
32,4,108023,12,14,4,1,1,4,1,0,0,40,39,0
39,4,327435,9,13,2,10,5,4,0,0,0,36,39,1
78,6,59583,5,4,2,5,0,4,1,0,0,25,39,0
46,4,198774,12,14,0,4,4,4,0,0,323,45,39,0
51,5,46281,15,10,2,12,0,4,1,0,0,50,39,1
39,1,110622,9,13,2,1,5,1,0,0,0,40,30,0
55,4,162205,11,9,2,14,0,4,1,5178,0,72,39,1
31,4,113364,11,9,2,3,0,4,1,0,0,40,39,1
48,4,120724,2,8,2,4,0,4,1,0,0,50,39,0
65,7,326691,15,10,2,7,0,2,1,0,0,40,39,1
45,6,149218,9,13,2,5,0,4,1,0,0,77,39,0
44,4,198316,9,13,2,4,0,4,1,15024,0,50,39,1
31,4,330715,11,9,5,8,1,4,1,0,0,40,39,0
20,4,279763,1,7,4,3,1,2,1,0,0,25,39,0
19,0,20469,11,9,4,0,2,1,0,0,0,12,35,0
62,2,407669,5,4,6,8,1,2,0,0,0,35,39,0
38,1,47707,11,9,4,1,3,2,0,0,0,40,39,0
39,4,234901,7,12,5,1,4,4,1,0,0,40,39,0
23,4,227915,11,9,4,3,4,4,0,0,0,33,39,0
57,5,220789,11,9,2,12,0,4,1,0,0,45,39,1
19,4,175820,1,7,4,6,3,4,1,0,0,25,39,0
43,4,182437,9,13,4,10,1,4,1,0,0,45,39,1
57,1,21626,15,10,0,8,1,4,1,0,0,40,39,0
44,4,171615,11,9,2,14,0,4,1,0,0,45,39,0
34,4,290763,11,9,0,6,3,4,0,0,0,40,39,0
48,4,125892,9,13,0,4,2,4,1,0,0,40,39,0
27,4,72887,11,9,4,6,2,1,1,0,0,40,39,0
53,4,231919,11,9,2,7,0,4,1,0,0,45,39,0
41,7,175537,15,10,0,7,1,2,0,0,0,38,39,0
40,4,289309,15,10,0,8,1,4,0,0,0,48,39,0
49,4,114797,9,13,0,4,4,2,0,0,0,40,39,0
54,4,311020,11,9,2,8,0,4,1,0,0,50,39,0
42,4,384508,1,7,0,12,4,4,1,1506,0,50,26,0
22,4,201490,11,9,4,1,3,4,1,0,0,20,39,0
29,4,370242,15,10,2,3,0,4,1,0,0,40,39,0
67,4,154035,11,9,6,6,2,2,1,0,0,32,39,0
21,4,294295,11,9,4,1,4,4,1,0,0,40,39,0
34,4,37380,11,9,3,7,4,4,0,0,0,40,39,0
26,4,263200,15,10,0,1,4,4,0,0,0,38,39,0
62,0,186611,11,9,4,0,1,4,1,0,0,40,39,0
56,4,345730,9,13,2,10,0,4,1,0,0,45,39,1
60,7,27037,11,9,2,11,0,0,1,0,0,40,39,1
47,5,350759,11,9,2,4,0,4,1,0,0,40,39,1
43,4,269015,11,9,2,7,0,2,1,0,0,40,11,1
33,4,343925,11,9,4,6,1,2,1,0,0,40,23,0
66,0,107112,5,4,4,0,2,2,1,0,0,30,39,0
23,4,239539,11,9,4,7,3,1,1,0,0,40,30,0
36,2,293358,15,10,4,4,4,2,0,0,0,48,39,0
30,4,258170,11,9,0,1,1,4,0,0,0,40,39,0
37,4,337778,1,7,0,5,1,4,1,0,0,40,39,0
58,7,40925,9,13,2,4,0,4,1,0,0,40,39,0
31,0,76198,11,9,5,0,3,4,0,0,0,20,39,0
38,2,169104,9,13,2,11,0,1,1,0,0,40,30,1
24,4,154422,9,13,4,4,3,1,0,0,0,40,30,0
49,4,227800,5,4,2,10,0,4,1,0,0,32,39,0
31,4,359249,8,11,4,11,3,2,1,0,0,40,39,0
19,4,181572,15,10,4,1,3,4,1,0,0,40,39,0
77,4,253642,5,4,2,7,0,3,1,0,0,30,39,0
62,2,114060,11,9,2,14,0,4,1,0,0,40,39,0
27,4,335421,12,14,4,4,3,4,0,0,0,40,39,0
30,2,159773,9,13,2,11,0,4,1,0,0,45,39,1
20,4,44064,15,10,4,10,3,4,1,0,0,25,39,0
29,4,194200,15,10,4,7,3,4,1,0,0,45,39,0
25,4,224943,15,10,3,10,4,2,1,0,0,40,39,0
46,4,130779,15,10,2,1,0,4,1,0,0,40,39,0
31,4,159123,9,13,2,10,0,4,1,0,0,60,39,1
46,2,102308,11,9,4,3,3,4,1,0,0,40,39,0
57,4,206343,11,9,5,7,1,4,1,2174,0,40,5,0
35,4,202397,9,13,2,3,0,1,1,0,0,40,30,1
28,4,266070,14,15,4,10,1,4,0,0,0,50,39,0
48,4,191858,15,10,2,3,0,4,1,0,0,40,39,0
52,4,138944,1,7,2,3,0,4,1,0,0,40,39,1
42,7,333530,15,10,2,4,5,4,0,0,0,40,39,1
59,0,87247,0,6,0,0,1,4,0,0,0,40,9,0
34,4,159442,11,9,4,10,1,4,0,0,0,30,39,0
54,4,188186,11,9,4,8,2,4,0,0,0,20,18,0
60,0,251572,11,9,6,0,1,4,1,0,0,35,31,0
37,4,401998,11,9,6,7,4,4,0,0,0,20,39,0
25,4,176836,15,10,4,4,1,4,0,0,0,60,39,0
67,5,182581,15,10,2,4,0,4,1,20051,0,20,39,1
20,0,34862,15,10,4,0,3,0,1,0,0,72,39,0
45,4,200559,8,11,2,5,0,4,1,0,0,70,39,0
33,0,98145,15,10,0,0,4,0,1,0,0,30,39,0
30,4,278502,11,9,0,1,4,2,0,0,0,62,39,0
37,4,538443,11,9,0,3,1,4,1,14344,0,40,39,1
24,4,420779,11,9,2,5,0,2,1,0,0,35,39,0
20,4,116830,11,9,4,7,1,4,1,0,0,40,39,0
56,4,81220,15,10,4,1,1,4,0,0,0,40,2,0
39,4,91711,12,14,2,4,0,4,1,0,0,40,39,1
37,6,111129,15,10,2,3,0,4,1,0,0,45,39,0
32,4,245482,11,9,2,7,0,1,1,0,0,40,0,0
20,4,293091,1,7,4,14,3,4,1,0,0,60,39,0
37,4,86551,9,13,2,4,0,4,1,0,0,45,39,1
39,4,190728,11,9,4,1,1,4,0,0,0,40,39,0
66,6,182470,14,15,2,10,0,4,1,0,0,25,39,1
31,4,216827,11,9,5,8,4,2,0,0,0,40,39,0
22,4,137510,15,10,4,1,3,4,1,0,0,40,39,0
47,4,131002,9,13,2,10,0,4,1,0,0,50,39,1
41,2,169995,15,10,0,11,1,4,1,0,0,20,39,0
21,4,254904,11,9,4,3,1,4,0,0,0,30,39,0
43,2,337469,15,10,0,1,1,4,0,594,0,20,26,0
64,6,219661,14,15,2,10,0,4,1,0,0,9,39,1
52,4,108914,11,9,2,12,0,4,1,0,0,40,39,1
39,6,188571,1,7,2,14,0,4,1,0,0,40,39,0
52,4,195635,11,9,2,7,0,4,1,0,2051,38,39,0
28,4,212640,14,15,4,10,1,4,0,0,0,85,39,0
26,4,208122,15,10,0,6,1,4,1,0,0,45,39,0
19,4,183041,11,9,4,8,3,4,1,0,0,20,39,0
30,4,29235,15,10,4,1,2,4,0,0,0,20,39,0
46,4,150499,7,12,2,3,0,4,1,0,0,40,39,0
55,4,120970,0,6,2,3,0,2,1,0,0,40,39,1
64,0,29825,11,9,2,0,0,4,1,0,0,5,39,0
50,6,240612,9,13,0,10,1,4,0,0,0,60,39,0
22,0,291407,2,8,4,0,3,2,1,0,0,40,39,0
30,4,324120,11,9,2,6,0,4,1,0,0,50,39,0
24,4,259351,15,10,4,3,4,0,1,0,0,40,26,0
43,4,131435,9,13,0,8,1,4,0,0,0,40,39,0
18,6,212207,11,9,4,5,3,4,1,0,0,11,39,0
27,4,160786,1,7,2,3,0,4,1,0,1902,40,39,1
41,1,106982,15,10,0,10,4,4,0,0,0,40,39,1
41,2,107327,8,11,0,10,4,4,0,0,0,40,39,0
42,6,121718,11,9,2,3,0,4,1,0,0,24,39,0
32,4,45796,15,10,2,5,0,4,1,0,0,60,39,0
22,0,174626,5,4,4,0,3,4,1,0,0,40,39,0
17,0,148769,11,9,4,0,3,2,1,0,0,40,39,0
27,4,160178,15,10,0,1,1,4,0,0,0,38,39,0
41,4,216968,9,13,4,6,1,2,1,0,0,40,0,0
24,1,127185,7,12,2,4,5,4,0,0,0,40,39,0
37,2,244341,15,10,4,1,4,2,0,0,0,40,39,0
21,4,256356,1,7,4,9,2,4,0,0,0,40,26,0
50,4,144968,11,9,4,13,3,4,1,0,0,15,39,0
75,6,31428,11,9,2,5,0,4,1,3456,0,40,39,0
28,4,219267,11,9,4,8,4,4,0,0,0,28,39,0
34,4,345705,11,9,0,3,1,4,1,0,1408,38,39,0
54,4,447555,0,6,2,14,0,2,1,0,0,40,39,0
57,2,189824,15,10,2,6,0,2,1,7298,0,40,39,1
21,4,57711,11,9,4,8,1,4,0,0,0,30,39,0
24,4,182342,11,9,4,6,1,4,1,0,0,40,39,0
19,0,252752,11,9,4,0,3,2,1,0,0,35,39,0
46,6,57452,8,11,2,3,0,4,1,0,0,40,39,1
35,4,169638,15,10,0,12,4,4,0,0,0,36,39,0
44,4,180985,9,13,2,10,0,4,1,0,0,50,0,1
52,4,169549,15,10,0,4,4,4,0,0,0,40,39,0
36,4,181705,1,7,2,14,0,4,1,0,0,40,39,0
20,4,117618,15,10,4,4,3,4,1,0,0,40,39,0
35,4,167140,9,13,2,10,0,4,1,5013,0,40,39,0
29,4,183627,11,9,2,7,0,4,1,3137,0,48,21,0
52,1,221532,9,13,2,4,0,4,1,0,0,45,39,1
27,4,191230,15,10,4,6,1,2,1,0,0,25,39,0
60,1,55621,7,12,2,8,0,2,1,0,0,40,39,0
40,4,117860,11,9,0,8,1,2,1,0,0,40,39,0
37,7,191841,9,13,4,1,1,4,0,8614,0,40,39,1
32,4,203674,7,12,0,10,4,4,0,0,880,36,39,0
22,4,39615,15,10,4,10,1,4,1,0,0,45,39,0
46,1,330901,15,10,2,4,0,2,1,0,0,40,39,0
50,4,338283,15,10,2,3,0,4,1,0,0,40,39,1
45,5,170871,11,9,2,4,0,4,1,15024,0,55,39,1
28,4,221452,11,9,4,1,1,4,1,0,0,40,39,0
44,4,111483,11,9,4,1,3,4,1,0,1504,50,39,0
40,4,151294,11,9,0,6,1,4,0,0,0,48,39,0
21,4,109869,11,9,4,3,3,4,1,0,0,30,39,0
29,4,253801,11,9,2,3,0,4,1,0,0,40,7,0
19,4,181546,15,10,4,1,3,4,0,0,0,40,39,0
56,4,231232,9,13,2,1,0,4,1,0,0,30,2,0
21,4,177420,15,10,4,1,1,3,0,0,0,40,39,0
54,6,52634,15,10,2,12,0,4,1,0,0,40,39,0
58,6,195835,15,10,0,3,1,4,1,0,0,45,39,0
43,4,252519,9,13,2,6,0,2,1,0,0,40,14,1
68,4,214521,14,15,6,10,4,4,0,0,0,16,39,0
63,4,137192,9,13,2,3,0,1,1,0,0,40,35,0
38,4,298841,15,10,4,4,1,4,0,0,0,45,39,0
49,4,193366,11,9,2,3,0,4,1,0,0,40,39,0
61,4,195595,5,4,3,7,1,4,1,0,0,40,13,0
42,4,246011,9,13,2,10,5,4,0,0,0,55,39,0
55,5,67433,11,9,2,4,0,4,1,0,0,60,39,0
55,4,153484,12,14,2,4,0,4,1,0,1977,50,39,1
53,4,204584,12,14,0,12,1,4,0,0,0,40,39,0
51,4,106819,5,4,4,6,3,4,1,0,0,19,39,0
63,0,203821,11,9,2,0,0,4,1,0,0,40,39,0
34,4,286020,11,9,2,7,0,4,1,0,0,45,39,0
73,6,46514,11,9,2,12,5,4,0,0,0,25,39,0
23,4,162945,11,9,2,12,0,4,1,0,2377,40,39,0
36,2,223433,8,11,2,11,0,4,1,0,0,53,39,1
59,5,255822,11,9,0,4,1,4,1,0,0,60,39,0
29,4,133625,11,9,2,6,0,2,1,0,0,40,39,0
40,4,208277,15,10,0,1,3,4,0,0,0,44,39,1
72,0,129912,11,9,2,0,0,4,1,0,0,25,39,0
57,4,162301,11,9,0,1,1,4,0,0,0,45,39,0
31,4,197860,11,9,4,8,1,4,1,0,0,40,39,0
58,6,147653,0,6,2,3,5,4,0,0,1977,35,0,1
18,4,141363,15,10,4,8,1,4,0,0,0,40,39,0
30,4,177304,11,9,2,13,0,4,1,0,0,40,39,1
36,4,447346,11,9,2,12,0,4,1,0,0,50,39,1
42,4,183384,15,10,0,1,1,2,0,0,0,40,39,0
39,4,79331,12,14,2,4,0,1,1,15024,0,40,39,1
23,4,44064,15,10,5,8,1,4,1,0,2559,40,39,1
37,6,326400,11,9,2,14,0,4,1,0,0,30,39,0
43,4,477983,11,9,2,6,0,2,1,0,0,40,39,0
74,4,180455,9,13,6,8,1,4,0,0,0,8,39,0
50,5,136913,11,9,2,5,0,4,1,0,0,50,39,0
37,4,177895,15,10,2,13,5,4,0,5013,0,40,39,0
32,4,426467,3,2,4,3,1,4,1,3674,0,40,13,0
22,4,103277,7,12,4,1,3,4,0,0,0,20,39,0
49,4,38563,9,13,4,4,1,4,0,0,0,56,39,1
54,0,185936,6,5,0,0,1,4,0,0,0,15,39,0
90,4,88991,9,13,2,4,5,4,0,0,0,40,9,1
59,4,368005,1,7,2,3,0,4,1,0,0,40,39,0
48,5,191277,8,11,2,4,0,4,1,0,0,50,39,1
34,4,70466,8,11,0,3,1,4,1,0,0,40,39,0
53,4,117814,15,10,0,1,4,4,0,0,0,38,39,0
37,1,143547,9,13,4,10,1,4,0,0,0,40,39,0
22,4,215546,7,12,4,4,1,4,1,0,0,55,39,0
54,4,174102,15,10,4,4,1,4,1,0,0,40,39,1
31,4,126402,11,9,4,5,1,2,0,0,0,60,39,0
33,4,164748,9,13,2,14,0,4,1,0,0,40,39,0
40,4,142657,8,11,2,3,0,2,1,0,0,45,39,0
44,4,159580,2,8,0,14,1,4,0,0,0,40,39,0
39,2,170382,12,14,2,10,5,4,0,0,0,50,9,1
21,4,399022,11,9,4,5,3,4,1,0,0,24,39,0
30,5,204470,15,10,2,4,0,4,1,0,0,36,39,1
42,4,154374,9,13,2,14,0,4,1,0,0,58,39,0
30,4,173350,8,11,3,1,1,4,0,0,0,40,39,0
28,1,298661,9,13,4,13,1,2,0,0,0,40,39,0
24,4,186213,15,10,2,13,0,4,1,0,0,50,39,1
42,4,91836,0,6,2,3,0,4,1,0,0,40,39,0
45,4,205644,11,9,5,13,1,4,0,0,0,26,39,0
48,6,191277,10,16,2,10,0,4,1,0,1902,60,39,1
27,4,229803,11,9,4,3,3,2,1,0,0,40,39,0
76,0,312500,4,3,6,0,4,4,0,0,0,40,39,0
51,4,120914,5,4,2,3,0,4,1,2961,0,40,39,0
22,4,83998,15,10,4,12,1,4,1,0,0,40,39,0
57,4,353881,11,9,0,14,1,4,1,0,0,45,39,0
50,4,110748,15,10,4,10,1,4,1,0,0,40,39,0
33,4,35309,9,13,4,4,1,1,1,0,0,40,0,0
48,4,185039,11,9,0,12,4,4,0,0,0,30,39,0
23,4,180837,11,9,4,7,3,2,0,0,0,40,39,0
41,4,230020,11,9,2,3,0,3,1,0,0,40,39,0
44,4,228124,11,9,3,1,4,2,0,0,0,40,39,0
23,4,249277,11,9,4,4,3,2,1,0,0,75,39,0
27,4,34701,9,13,4,8,1,4,1,0,0,40,39,0
23,4,149396,11,9,4,1,3,2,0,0,0,40,39,0
37,4,103121,9,13,2,4,5,4,0,0,1848,40,39,1
25,2,58441,9,13,4,10,1,4,0,0,0,40,39,0
58,4,343957,9,13,0,12,1,4,1,0,0,50,39,0
34,4,111589,0,6,4,8,4,2,0,0,0,40,23,0
34,4,165737,12,14,2,10,0,1,1,0,0,43,19,1
51,2,166461,10,16,2,10,5,2,0,0,0,40,39,1
44,4,146906,14,15,2,10,0,4,1,0,0,50,39,1
57,4,61474,15,10,2,4,0,4,1,7688,0,45,39,1
23,4,140798,9,13,4,1,1,4,0,0,0,40,39,0
60,2,101110,8,11,0,10,4,4,1,0,0,40,39,1
42,7,105804,1,7,2,5,0,4,1,0,0,40,39,0
48,4,207946,11,9,0,1,4,4,0,0,0,52,39,0
50,4,400004,15,10,2,12,0,4,1,0,0,60,39,0
25,4,175540,11,9,4,1,1,4,1,0,0,50,39,0
32,4,120426,11,9,5,1,4,4,0,0,0,40,39,0
37,4,168475,11,9,2,4,0,4,1,0,0,40,39,1
51,0,521665,15,10,2,0,0,4,1,0,0,24,39,0
22,4,166371,11,9,4,8,2,4,1,0,0,40,0,0
62,0,191118,15,10,2,0,0,4,1,7298,0,40,39,1
38,6,140117,15,10,4,8,1,4,0,0,0,20,39,0
38,6,100316,9,13,2,3,0,4,1,0,0,35,39,0
32,4,205528,11,9,0,1,4,4,0,0,0,40,39,0
64,4,159715,15,10,2,3,0,4,1,0,0,20,39,0
58,6,266707,3,2,2,14,0,4,1,0,2179,18,39,0
49,4,50748,15,10,0,12,4,4,0,0,0,55,9,0
32,4,158242,9,13,4,10,1,4,0,0,0,40,39,0
46,4,203067,14,15,2,10,0,4,1,0,0,40,39,1
18,0,120243,1,7,4,0,3,4,1,0,0,27,39,0
37,4,221850,12,14,2,4,0,4,1,0,0,50,7,1
22,0,154235,15,10,2,0,5,4,0,3781,0,35,39,0
38,4,29874,8,11,2,3,0,4,1,0,0,40,39,0
73,4,247355,11,9,2,14,0,4,1,0,0,16,2,0
30,1,423064,11,9,5,1,2,2,1,0,0,35,39,0
35,4,25803,11,9,2,3,0,4,1,0,0,40,39,0
40,1,330174,14,15,2,10,0,4,1,7688,0,40,39,1
27,4,47907,9,13,4,1,1,4,0,0,0,43,39,0
56,4,33323,11,9,2,7,0,4,1,0,0,40,39,0
54,6,104748,0,6,2,12,0,4,1,0,0,65,39,0
36,7,212143,9,13,2,1,5,4,0,0,0,20,39,1
24,4,34568,8,11,4,14,1,4,1,0,0,40,39,0
69,4,88566,6,5,2,8,0,4,1,1424,0,35,39,0
32,6,129497,15,10,2,3,0,4,1,0,0,55,39,1
55,4,171355,8,11,2,7,0,4,1,0,0,20,39,0
31,1,484669,15,10,4,13,1,4,1,0,0,40,39,0
34,4,192002,12,14,2,10,0,4,1,0,0,55,39,1
32,4,388672,15,10,0,6,1,4,1,0,0,16,39,0
36,4,187847,9,13,2,4,0,4,1,7688,0,40,39,1
38,4,152237,9,13,4,12,1,4,1,0,0,45,0,1
27,4,152231,15,10,2,7,0,4,1,0,0,45,39,0
18,4,192409,15,10,4,12,3,4,0,0,0,20,39,0
41,1,214838,12,14,2,4,0,4,1,0,0,60,39,1
37,7,108293,7,12,0,10,4,4,0,0,0,38,39,0
26,4,118497,11,9,2,14,0,4,1,0,0,50,39,0
48,4,176917,11,9,2,3,0,4,1,0,0,55,39,0
36,4,20507,11,9,2,3,0,4,1,7688,0,50,39,1
32,4,110279,7,12,0,10,4,2,0,0,0,35,39,0
45,4,101825,11,9,6,12,4,4,0,0,0,45,39,0
21,0,134746,15,10,4,0,3,4,0,0,0,35,39,0
62,4,200332,11,9,2,7,0,4,1,0,0,40,39,0
23,4,98283,9,13,4,4,3,1,1,0,0,40,39,0
40,4,198316,0,6,2,4,0,4,1,0,0,40,39,1
45,4,221780,15,10,0,6,1,4,1,0,0,30,39,0
47,5,156728,11,9,2,12,0,4,1,0,0,55,39,0
33,4,174789,11,9,2,3,0,4,1,0,0,40,39,0
31,4,54318,9,13,2,4,0,4,1,0,0,50,39,1
22,4,445758,4,3,4,6,1,4,1,0,0,40,26,0
44,4,171484,0,6,2,7,0,4,1,0,0,40,39,1
67,4,195161,12,14,2,10,0,4,1,20051,0,60,39,1
27,4,119793,15,10,2,3,0,4,1,0,0,55,0,0
26,4,167350,2,8,4,6,3,4,1,0,0,40,39,0
46,4,211226,7,12,2,14,0,3,1,0,0,36,39,0
25,4,195481,11,9,2,1,2,4,1,0,0,40,39,0
60,4,193235,7,12,2,1,0,4,1,0,0,24,39,0
37,4,117567,9,13,2,4,0,4,1,0,0,60,39,1
49,4,72393,6,5,0,7,1,4,0,0,0,40,39,0
51,4,159755,9,13,2,4,0,4,1,7688,0,40,39,1
42,7,304302,11,9,2,14,0,0,1,0,0,40,39,0
64,0,193043,11,9,2,0,0,4,1,0,0,40,39,0
48,4,45612,11,9,4,1,4,2,0,0,0,37,39,0
66,6,28061,5,4,6,5,4,4,1,0,0,50,39,0
26,4,105787,11,9,4,3,3,4,1,0,0,36,39,0
26,0,130832,9,13,4,0,4,4,0,0,0,10,39,0
47,1,160646,8,11,2,1,5,4,0,0,0,35,39,0
28,4,89718,11,9,4,12,1,4,0,2202,0,48,39,0
66,0,107744,15,10,2,0,0,4,1,0,0,40,39,0
27,4,204788,11,9,4,1,1,4,0,0,0,40,39,0
39,4,150125,7,12,0,8,4,2,0,0,0,40,39,0
23,4,118693,9,13,4,8,1,4,1,0,0,35,39,0
28,4,208249,15,10,0,13,1,4,1,0,0,24,39,0
40,4,228535,7,12,2,10,0,4,1,7298,0,36,39,1
23,4,129345,15,10,4,8,1,4,1,0,0,25,39,0
37,4,177181,11,9,2,3,0,4,1,0,0,40,39,0
18,4,268952,2,8,4,8,3,4,1,0,0,20,39,0
45,4,142287,12,14,2,4,0,4,1,0,0,50,39,1
32,4,199416,9,13,2,10,0,4,1,0,0,40,39,0
53,7,105728,11,9,2,8,5,0,0,0,0,28,39,1
24,4,143436,15,10,4,6,3,4,1,0,0,24,39,0
30,6,116666,12,14,0,10,1,1,1,0,0,50,19,1
34,4,92682,11,9,4,1,1,4,0,4865,0,40,39,0
23,4,218782,0,6,4,6,2,3,1,0,0,40,39,0
43,6,194726,11,9,0,3,3,4,1,0,0,35,39,0
50,1,184007,15,10,2,1,0,4,1,0,0,40,39,0
56,4,170070,11,9,2,4,5,4,0,0,0,40,39,1
31,4,121308,1,7,4,8,1,4,1,0,0,40,39,0
27,2,206125,0,6,2,3,0,4,1,0,0,60,39,0
44,2,171589,8,11,2,3,0,4,1,7688,0,40,39,1
36,4,83089,4,3,2,7,0,4,1,7298,0,40,26,1
67,4,192670,11,9,0,12,1,4,0,0,0,20,39,0
25,7,260754,9,13,4,11,1,2,1,0,0,40,39,0
41,4,30759,5,4,2,4,0,4,1,0,0,60,39,0
65,5,115922,9,13,2,4,0,4,1,0,0,40,39,1
23,4,51985,11,9,4,14,1,4,1,0,0,38,39,0
25,4,113099,11,9,5,3,1,2,1,0,0,40,39,0
51,2,349431,11,9,2,3,0,4,1,4386,0,40,39,1
35,4,191628,15,10,2,10,0,4,1,0,0,40,39,0
52,0,105428,15,10,2,0,0,4,1,0,0,12,39,0
17,0,332666,0,6,4,0,3,4,0,0,0,4,39,0
56,4,295067,9,13,4,4,1,4,1,14084,0,45,39,1
25,4,198163,11,9,4,4,3,4,0,0,0,40,39,0
44,4,90688,11,9,4,7,1,1,0,0,0,45,25,0
53,1,290290,15,10,0,1,1,4,1,0,0,45,39,0
40,2,138634,11,9,2,4,0,4,1,0,0,40,39,0
25,4,557082,11,9,4,1,1,4,0,0,0,38,39,0
34,0,190027,11,9,4,0,4,2,0,0,0,40,39,0
50,4,120914,1,7,2,3,0,4,1,0,0,40,39,0
19,4,351040,15,10,4,1,3,4,0,0,0,40,33,0
28,4,142764,11,9,4,7,1,4,1,0,0,48,39,0
19,4,144161,11,9,4,14,3,4,1,0,0,30,39,0
44,2,124924,8,11,4,3,1,4,1,0,0,44,39,0
24,4,301199,15,10,4,13,3,4,0,0,0,20,39,0
27,4,109001,15,10,2,3,0,4,1,0,0,49,39,0
48,0,266337,11,9,2,0,0,4,1,0,0,40,39,0
20,4,217421,11,9,2,1,2,4,0,0,0,40,39,0
46,6,246212,12,14,2,4,0,4,1,0,0,45,39,1
59,4,114678,11,9,4,3,1,2,1,0,0,60,39,0
58,6,204816,15,10,2,4,0,4,1,0,0,60,39,1
32,4,190228,11,9,4,8,1,4,1,0,0,60,39,0
28,4,211184,15,10,4,12,1,4,0,0,0,50,39,0
29,4,174419,11,9,4,8,4,4,0,0,0,30,39,0
35,4,225860,8,11,2,3,0,4,1,0,0,40,39,1
42,4,195124,5,4,3,10,2,4,1,0,0,35,33,0
43,4,211128,12,14,0,4,1,4,0,0,0,50,39,1
37,4,77820,9,13,2,4,0,4,1,0,0,50,39,1
48,4,350440,15,10,2,3,2,1,1,0,0,40,1,1
39,4,42044,1,7,2,14,0,4,1,0,0,40,39,0
35,4,154410,11,9,4,6,1,4,1,0,0,40,39,0
37,4,175759,9,13,2,13,0,4,1,0,0,40,39,1
60,5,210827,9,13,2,10,0,4,1,7688,0,40,39,1
38,6,114835,9,13,2,12,5,4,0,0,0,60,39,1
21,4,32950,15,10,4,12,4,4,1,0,0,40,39,0
65,4,115880,10,16,2,4,0,4,1,0,0,40,39,1
62,4,205643,14,15,2,3,0,4,1,0,0,45,39,1
51,5,103995,7,12,4,12,1,4,0,0,0,25,39,0
21,4,241367,15,10,4,1,3,4,1,0,0,10,39,0
53,4,88725,11,9,4,3,1,3,0,0,0,40,0,0
61,4,160062,11,9,2,1,0,4,1,0,0,40,39,0
30,4,196342,12,14,4,10,1,4,1,0,0,40,21,0
22,4,131230,9,13,4,12,3,4,1,0,0,40,39,0
44,2,181344,15,10,2,4,0,2,1,0,0,38,39,1
38,5,187934,11,9,2,8,5,4,0,0,0,20,31,0
26,0,131777,9,13,2,0,0,4,1,0,2002,40,39,0
23,4,189468,8,11,2,7,3,4,0,0,0,30,39,0
23,4,71864,15,10,4,4,1,4,0,0,0,35,39,0
38,4,172538,9,13,2,4,0,4,1,15024,0,50,39,1
43,4,96102,12,14,3,4,1,4,1,0,0,50,39,0
22,4,56582,11,9,4,5,1,4,1,0,0,50,39,0
23,4,126945,15,10,4,10,1,4,1,0,0,25,39,0
69,7,50468,14,15,2,1,0,4,1,0,0,34,39,1
35,4,143058,11,9,2,7,0,4,1,0,0,60,39,1
39,4,216256,9,13,2,4,0,4,1,0,0,60,22,1
50,2,191130,8,11,2,11,0,4,1,0,0,40,39,1
39,4,99065,9,13,2,6,5,4,0,0,0,40,31,1
76,6,33213,12,14,2,10,0,4,1,0,0,30,0,1
36,6,241998,15,10,2,12,0,4,1,99999,0,20,39,1
66,2,174486,10,16,2,10,0,2,1,20051,0,35,23,1
39,4,75891,9,13,0,13,4,4,0,0,0,40,39,0
31,2,226494,9,13,4,10,1,4,1,0,0,45,39,0
